Na2O_coal ,MgO_coal,Al2O3_coal,SiO2_coal,p2o5_coal,K2O_coal,TiO2_coal,MnO2_coal,Fe2O3_coal,CaO_coal,SO3_coal,na20_flyash,MgO_flyash,Al2O3_flyash,SiO2_flyash,p2o5_flyash,K2O_flyash,TiO2_flyash,MnO2_flyash,Fe2O3_flyash,CaO_flyash,SO3_flyash
0.79,2.05,18.72,34.69,0.18,2.45,0.39,0.1,13.14,17.51,18.82,1.14,2.41,18.39,33.19,0.19,2.97,0.42,0.12,16.58,20.88,3.5725
0.86,2.31,19.09,33.7,0.18,2.15,0.4,0.1,14.95,14.82,24.56,1.27,2.74,22.48,34.12,0.22,2.71,0.47,0.14,17.23,17.13,3.5775
0.82,2.01,18.9,34.19,0.17,2.13,0.37,0.12,13.49,18.16,21.44,1.03,2.22,20.49,39.66,0.19,2.85,0.4,0.13,14.45,19.73,4.4
0.76,1.91,19.11,31.73,0.15,2.51,0.43,0.13,14.09,14.67,28.02,1.19,2.4,22.54,37.47,0.18,2.87,0.45,0.14,15.92,19.7,7.0625
0.83,1.92,15.32,26.04,0.15,2.26,0.35,0.13,16.8,12.21,20.46,1.14,2.22,20.24,33.51,0.2,2.53,0.42,0.14,17.16,14.03,3.08
1,2.25,14.12,32.81,0.17,2.15,0.34,0.13,13.03,14.25,26.33,1.23,2.67,18.01,35.06,0.24,2.68,0.39,0.17,14.23,19.45,7.26
1.25,2.31,17.22,30.89,0.18,2.47,0.39,0.14,12.72,14.95,12.35,1.64,2.97,18.76,36.19,0.22,2.64,0.47,0.17,14.23,16.85,2.84
0.63,1.95,15.72,37.49,0.18,2.02,0.35,0.12,11.85,16.35,17.87,0.94,2.49,19.7,38.36,0.23,2.69,0.46,0.14,15.65,19.31,3.4525
0.66,1.84,18.19,36.76,0.14,2.27,0.44,0.13,11.42,15.64,21.75,0.88,2.48,19.39,39.96,0.19,2.9,0.48,0.16,13.39,20.46,4.4425
0.88,1.85,16.08,32.57,0.18,2.26,0.37,0.15,11.95,14.99,23.53,0.98,2.47,18.54,34.69,0.2,3.05,0.46,0.19,15.24,20.46,4.1875
0.78,1.93,16.11,31.31,0.15,1.95,0.37,0.11,12.27,16.15,24.68,0.97,2.54,19.4,37.46,0.15,2.59,0.46,0.15,14.52,20.14,5.5475
0.88,1.91,19.25,36.34,0.17,2.36,0.39,0.11,11.5,15.59,21.6,0.95,2.32,21.6,36.55,0.2,2.76,0.45,0.15,14.66,18.22,4.4275
0.58,1.4,16.28,31.01,0.13,2.16,0.35,0.13,13.23,16.44,23.06,0.64,1.87,18.75,34.87,0.16,2.91,0.39,0.15,14.81,19.49,3.0875
1.01,2.07,17.19,30.75,0.16,1.83,0.38,0.13,14.1,16,27.97,1.31,2.5,20.82,36.54,0.2,2.88,0.46,0.16,15.94,20.68,4.3975
0.57,1.87,17.47,36.2,0.17,2.28,0.4,0.13,11.56,16.99,25.21,0.81,2.26,18.84,39.86,0.22,2.67,0.41,0.16,14.05,19.36,5.6375
0.88,2.06,16.3,30.51,0.18,2.25,0.37,0.13,13.52,16,25.18,1.1,2.53,19.36,35.22,0.19,2.48,0.43,0.17,16.39,19.97,6.2425
0.94,1.98,13.89,32.35,0.16,1.9,0.34,0.14,12.3,17.87,17.64,1.02,2.54,20.15,38.49,0.17,2.34,0.42,0.16,14.52,20.83,4.9
1.11,2.24,17.65,31.41,0.15,2.05,0.36,0.14,11.46,17.62,25.8,0.88,2.66,18.41,39.49,0.18,2.42,0.36,0.23,14.21,22.32,6.035
0.66,1.78,17.21,26.59,0.2,2.18,0.36,0.17,13.03,13.81,24.09,0.83,2.43,16.18,31.14,0.26,2.58,0.33,0.24,15.25,17.18,6.6325
0.67,1.92,14.26,32.38,0.15,2.06,0.3,0.15,12.66,15.74,25.81,0.98,2.99,15.85,35.19,0.17,2.69,0.31,0.17,15.26,19.42,6.4475
0.75,2.12,15.24,31.84,0.16,2.28,0.32,0.12,12.06,17.08,27.39,1.03,2.87,16.83,35.63,0.19,2.69,0.35,0.17,15.42,23.2,7.0475
0.5,1.95,17.77,27.69,0.18,2.19,0.31,0.12,14.51,16.99,27.66,0.78,2.8,18.7,36.81,0.21,2.76,0.35,0.17,14.26,21.19,7.94
0.52,1.86,14.38,33.53,0.17,1.84,0.3,0.1,12.46,18.42,22.88,0.7,2.53,17.57,35.33,0.19,2.63,0.36,0.11,14.33,23.62,4.8075
0.97,2.29,16.32,33.85,0.16,2.22,0.31,0.11,12.98,16.19,25,1.26,2.78,19.91,30.47,0.22,2.54,0.38,0.14,16.46,17.34,6.705
0.81,2.01,16.46,27.4,0.18,1.94,0.32,0.07,13.33,14.82,23.05,1.07,2.46,17.63,29.41,0.21,2.58,0.35,0.12,16.77,16.66,4.8975
0.79,1.97,20,29.94,0.19,2.22,0.37,0.1,12.61,12.37,19.65,1.2,2.7,19.15,33.2,0.21,2.59,0.38,0.15,15.23,15.67,4.28
0.77,1.87,16.87,31.06,0.18,2.11,0.32,0.11,12.19,12.31,15.65,1.13,2.61,18.06,35.23,0.19,2.43,0.34,0.17,14.6,13.47,2.425
0.81,1.94,15.99,38.35,0.19,2,0.32,0.13,9.98,13.99,15.23,1.17,2.55,16.75,44.59,0.19,2.34,0.35,0.13,10.55,17.78,4.8975
0.86,2.06,14.11,38.76,0.13,1.93,0.26,0.1,10.55,16.02,12.82,1.4,2.89,18.83,41.78,0.17,2.51,0.13,0.13,12.22,19.73,2.593333333
1.06,2.51,15.34,38.11,0.16,1.8,0.3,0.13,10.64,16.09,23.81,1.31,2.72,18.28,44.35,0.17,2.63,0.37,0.16,12.83,19.36,5.3325
0.96,2.14,18.03,33.73,0.2,2.07,0.36,0.15,11.1,14.11,25.3,1.25,2.68,20.99,42.42,0.2,2.59,0.41,0.21,12.63,16.95,5.55
0.89,1.94,13.88,38.94,0.19,1.81,0.29,0.1,10.07,19.42,30.2,1.05,2.42,15.37,42.36,0.2,2.65,0.33,0.2,12.4,20.38,8.3025
0.99,2.05,16.39,39.94,0.17,2.48,0.32,0.15,8.71,16.78,28.17,1.51,2.9,21.04,43.43,0.21,2.85,0.44,0.15,13.09,19.52,10.21
0.9,2.13,14.98,40.64,0.18,2.19,0.32,0.12,9.93,20.9,25.75,2.11,2.55,19.29,41.25,0.2,2.91,0.38,0.15,13.47,24.05,9.35
0.92,2.06,17.07,40.67,0.18,1.92,0.35,0.13,9.49,17.3,26.61,1.41,2.6,19.17,44.96,0.24,2.81,0.39,0.15,10.77,19.2,11.0375
0.91,1.93,17.82,37.25,0.17,2.52,0.4,0.16,10.57,18.84,26.56,1.28,2.65,19.94,38.43,0.24,2.75,0.47,0.17,13.94,25.65,10.1775
0.75,1.81,15.93,36.3,0.18,2.27,0.36,0.14,10.67,17.59,28.24,0.86,2.16,19.54,42.09,0.2,2.76,0.45,0.16,13.24,21.27,8.6125
0.74,1.93,16.6,28.07,0.19,2.3,0.35,0.13,13.76,18.57,28.97,0.81,2.44,19.53,36.97,0.21,2.59,0.46,0.14,14.52,21.09,6.2675
0.77,1.88,17.24,30.59,0.21,2.25,0.33,0.13,13.84,15.52,24.66,0.95,2.51,20.42,31.22,0.22,2.61,0.4,0.17,20.68,19.52,6.84
0.74,1.91,16.64,23.76,0.15,2.35,0.36,0.14,16.14,15.48,22.8,0.9,2.48,18.49,31.44,0.17,2.79,0.41,0.15,19.84,19.79,5.07
0.69,1.9,16.61,34.88,0.17,2.15,0.35,0.11,14.2,13.13,23.75,0.84,2.37,19.7,36.15,0.17,2.66,0.44,0.15,16.77,17.12,5.095
0.67,1.9,15.7,29.29,0.16,2.23,0.35,0.14,15.13,14.43,15.39,1,2.38,20.85,37.39,0.2,2.69,0.5,0.14,15.71,18.02,6.985
0.67,1.69,17.36,27.99,0.18,2.13,0.39,0.13,13.24,12.57,23.94,0.9,2.06,20.53,39.33,0.21,2.85,0.51,0.15,13.44,19.31,5.8
0.69,1.89,15.72,36.36,0.19,2.27,0.36,0.12,12,13.8,25.06,0.91,2.25,19.3,41.35,0.21,3.2,0.45,0.16,13.45,21.58,6.4675
0.65,1.96,14.97,33.6,0.18,2.12,0.34,0.16,12.75,15.76,29.41,0.9,2.36,17.84,38.06,0.2,3.06,0.41,0.19,14.03,15.1,6.0125
0.65,2.05,14.84,33.99,0.16,2.9,0.37,0.12,12.4,17.67,25.42,0.99,2.56,18.5,35.97,0.18,2.83,0.46,0.15,14.11,21.93,5.4775
0.68,2.09,18.09,33.26,0.17,2.4,0.45,0.15,11.71,15.31,24.33,0.96,2.42,20.05,39.83,0.18,3.07,0.55,0.2,13.99,17.77,4.945
0.64,1.75,15.14,36.75,0.14,3.41,0.38,0.14,12.12,16.08,26.94,0.82,2.01,17.76,39.47,0.19,3.08,0.42,0.21,13.83,16.61,5.3275
0.69,1.85,16.37,34.07,0.16,2.21,0.37,0.13,12.94,12.73,26.72,0.98,2.69,16.8,39.54,0.19,3.14,0.39,0.17,13.62,18.56,5.69
0.61,1.83,16.55,33.52,0.17,2.3,0.39,0.15,11.35,16.7,20.11,1.08,2.57,19.27,40.97,0.2,2.91,0.48,0.19,12.67,16.98,4.335
0.69,1.93,15.59,33.86,0.17,2.5,0.36,0.17,12.35,15.53,15.31,0.83,2.13,18.24,39.14,0.2,2.79,0.46,0.18,13.52,22.4,2.26
0.8,2.14,21.43,33.3,0.17,2.42,0.48,0.12,12.87,13.67,24.14,1.03,2.46,18.8,38.49,0.2,2.89,0.43,0.16,14.26,19.91,4.8425
0.76,2.34,18.76,34.62,0.18,2.33,0.44,0.12,12.31,13.27,23.41,1,2.41,20.62,40.88,0.22,3.12,0.54,0.16,13.55,16.45,4.4075
0.64,1.73,17.76,31.43,0.18,2.23,0.4,0.12,12.72,15.9,21.76,0.96,2.2,19.95,37.83,0.2,2.91,0.49,0.17,14.91,19.59,3.655
0.67,1.92,15.46,17.69,0.19,2.41,0.38,0.13,15.61,15.56,26.3,0.88,2.28,19.54,39.01,0.21,2.85,0.49,0.15,13.55,20.53,6.83
0.55,1.54,16.59,36.38,0.19,2.68,0.44,0.16,11.59,14.27,17.03,0.81,2.35,19.15,38.08,0.24,3.15,0.52,0.15,15.04,21.48,5.8825
0.74,1.88,16.54,44.75,0.18,2.12,0.35,0.14,12.69,16.09,20.26,0.93,2.57,19.32,36.61,0.22,3,0.52,0.16,15.18,17.69,4.6575
0.61,2.15,18.02,31.65,0.17,2.39,0.37,0.15,10.97,14.19,19.34,0.97,2.56,20.77,37.41,0.18,3.25,0.45,0.18,14.82,17.65,2.94
0.73,1.77,15.24,33.7,0.18,2.31,0.37,0.13,12.07,14.68,16.47,0.93,2.29,18.91,38.57,0.2,2.68,0.51,0.16,13.99,16.5,1.99
0.72,1.76,16.53,35.35,0.17,2.37,0.39,0.13,12.12,12.91,17.82,1.02,2.1,18.26,36.98,0.19,2.83,0.47,0.17,15.28,17.47,4.3
0.8,1.94,17.53,35.88,0.14,2.32,0.4,0.15,11.83,13.82,25.65,1.33,2.39,18.88,40.98,0.12,2.65,0.46,0.18,13.14,16.98,5.2375
0.66,1.77,15.75,33.42,0.18,2.25,0.39,0.16,12.84,14.68,21.8,1.01,2.14,18.89,38.97,0.18,2.82,0.44,0.1,15.09,19.32,4.535
0.79,1.85,16,32.89,0.16,2.02,0.41,0.14,12.8,15.26,19.73,1.04,2.41,19.25,38.76,0.19,2.67,0.38,0.1,15.61,18.27,3.88
0.77,1.96,17.68,33.95,0.18,2.1,0.39,0.15,12.61,18.01,17.46,1.52,2.44,19.99,37.69,0.22,2.8,0.4,0.19,14.65,21.64,2.9875
0.62,1.81,16.06,38.82,0.16,2.39,0.38,0.15,13.48,17.32,18.44,1.46,2.38,16.96,35.39,0.17,3,0.45,0.18,16.78,23.36,3.6875
0.69,1.76,17.13,31.63,0.18,2.1,0.35,0.17,13.16,16.63,16.42,1.01,2.26,18.3,43.86,0.22,2.75,0.4,0.2,12.71,22.71,5.035
0.76,1.71,16.79,33.67,0.17,2.24,0.35,0.16,13.6,15.19,26.77,0.96,2.37,19.32,42.94,0.18,2.66,0.44,0.23,11.72,19.34,2.5425
0.62,1.66,15.52,33.1,0.18,2.58,0.35,0.17,12.58,15.44,24.56,0.92,2.12,17.17,36.75,0.2,3.04,0.46,0.21,15.17,20.55,2.945
0.73,1.77,16.06,33.49,0.16,2.41,0.34,0.15,12.49,15.71,24.28,1.15,2.45,19.3,37.89,0.2,2.7,0.4,0.18,13.69,22.21,4.9025
0.65,1.8,15.08,33.78,0.15,2.31,0.36,0.16,12.59,17.77,25.21,0.97,2.37,16.94,34.12,0.19,2.97,0.4,0.19,15.91,23.63,1.863333333
0.72,1.77,15.13,31.82,0.17,2.23,0.31,0.17,12.98,20.38,25.45,0.88,2.4,17.68,36.95,0.2,2.7,0.39,0.21,14.5,23.33,3.2925
0.65,1.84,15.05,29.11,0.18,2.24,0.32,0.14,13.65,18.98,10.49,1.05,2.52,17.54,31.8,0.21,2.78,0.39,0.17,17.03,25.51,3.59
0.69,1.96,18.2,30.36,0.16,2.33,0.39,0.15,13.28,17.8,10.08,1,2.4,19.58,34.62,0.22,2.74,0.43,0.18,15.54,26.04,2.4925
0.62,1.59,16.85,34.95,0.19,2.18,0.34,0.14,12.14,15.54,12.39,0.71,2.23,18.88,39.26,0.21,2.89,0.42,0.18,13.9,20.66,2.116666667
0.63,1.72,17.41,31.26,0.16,2.15,0.38,0.14,12.58,20.34,19.36,0.72,2.23,19.38,37.4,0.21,2.72,0.42,0.13,13.51,24.63,2.805
0.62,1.86,19.38,34.37,0.2,2.05,0.41,0.16,12.22,18.82,18.43,0.82,2.25,22.25,37.85,0.2,2.72,0.45,0.17,14.26,22.25,4.215
0.59,1.59,17.06,37.2,0.16,2.18,0.37,0.15,12.44,18.32,16.08,0.63,1.87,20.16,42.81,0.2,2.83,0.43,0.17,13.11,22.33,2.68
0.58,1.73,16.24,33.67,0.2,2.26,0.36,0.17,12.94,13.85,17.57,0.73,2.3,20.31,37.32,0.18,2.76,0.45,0.21,14.35,16.82,2.32
0.63,1.91,14.36,33.5,0.16,2.14,0.33,0.13,13.01,14.56,16.79,0.79,2.13,17.86,39.3,0.2,2.75,0.41,0.15,14.37,20.06,2.6975
0.66,1.99,16.93,31.03,0.21,1.95,0.35,0.14,13.49,14.21,19.4,0.82,2.43,19.53,37.45,0.22,2.72,0.42,0.18,14.52,17.12,2.885
0.62,1.82,17.88,31.52,0.15,2.04,0.38,0.13,13.41,18.15,17.14,0.87,2.5,19.16,36.08,0.2,2.74,0.41,0.18,14.81,25.66,3.0125
0.61,1.88,16.25,33.21,0.15,2.3,0.36,0.14,12.77,15.99,19.03,0.93,2.48,19,35.94,0.19,2.88,0.44,0.2,14.68,19.73,3.2425
0.77,2.12,15.48,30.47,0.15,2.13,0.34,0.14,13.04,14.39,20.77,0.99,2.46,17.8,35.84,0.21,2.76,0.43,0.19,15.54,20.22,3.0375
0.73,1.94,15.91,31.23,0.18,2.06,0.35,0.12,14.02,14.16,22.09,1.09,2.59,18.1,36.72,0.2,2.75,0.42,0.14,15.49,16.95,3.96
0.65,2.03,18.66,29.42,0.15,2.06,0.46,0.13,14.31,16.81,20.93,0.93,2.38,20.78,36.12,0.18,2.8,0.5,0.14,15.87,21.44,4.1325
0.6,1.88,16.67,29.83,0.15,2.08,0.38,0.14,14.56,16.03,22.34,0.75,2.1,20.48,33.51,0.18,2.77,0.46,0.19,17.24,19.3,4.3925
0.61,1.94,16.45,31.53,0.18,2.17,0.37,0.13,12.76,12.53,18.6,0.81,2.28,18.46,36.66,0.21,2.87,0.44,0.18,15.46,13.23,2.9775
0.67,1.91,15.66,30.25,0.18,2.2,0.33,0.15,13.2,11.44,17.64,0.87,2.37,17.79,35.3,0.21,2.85,0.39,0.18,15.32,15.81,2.825
0.64,2.06,15.38,28.11,0.2,2.37,0.34,0.15,13.73,16.7,17.7,0.89,2.47,18.77,34.29,0.23,2.97,0.41,0.19,16.32,18.93,2.8275
0.67,2.07,15.24,30.19,0.21,2.37,0.35,0.12,12.51,15.17,14.63,0.76,2.34,17.58,34.41,0.26,2.82,0.42,0.16,15,15.01,3.15
0.59,1.85,16.52,35.17,0.17,2.24,0.34,0.12,11.79,12.99,16.92,0.77,2.23,19.09,39.07,0.22,2.79,0.38,0.15,14.01,15.52,2.6575
0.65,1.9,17.58,30.94,0.17,2.02,0.41,0.13,13.05,13.14,14.56,0.91,2.21,18.78,35.93,0.19,2.63,0.45,0.16,15.43,17.3,2.3575
0.63,1.67,14.11,29.72,0.21,2.08,0.32,0.12,12.95,12.85,18.23,0.87,2.08,20.03,33,0.23,2.65,0.43,0.16,15.5,15.68,2.2925
0.91,2.07,17.61,30.37,0.2,2.23,0.38,0.15,12.76,12.24,12.3,1.1,2.22,19.85,35.13,0.23,2.84,0.43,0.2,14.71,16.86,1.96
0.76,1.82,15.39,29.21,0.17,1.89,0.31,0.12,12.08,8.46,17.36,0.93,2.07,18.53,33.19,0.23,2.63,0.38,0.15,14.99,15.08,2.593333333
0.65,1.91,17.11,32.17,0.19,2.34,0.36,0.1,11.33,13.12,16.79,0.96,2.3,19.68,38.86,0.21,2.8,0.4,0.13,12.9,16.82,2.925
0.71,1.89,17.66,32.91,0.17,2.31,0.37,0.13,12.55,12.95,23.37,0.99,2.34,21.55,38.99,0.2,2.7,0.43,0.18,14.08,16.61,3.79
0.89,1.95,18.33,34.87,0.21,2,0.4,0.12,12.66,17.84,22.49,1.03,2.05,19.17,40.06,0.2,2.61,0.42,0.16,14.1,18.88,3.8625
0.57,1.63,16.09,34.6,0.15,2.05,0.33,0.13,12.89,15,22.6,0.79,2.15,18.52,41.08,0.21,2.47,0.38,0.15,13.64,16.91,3.705
0.93,2.07,17.06,33.03,0.15,1.94,0.37,0.11,12.27,12,20.14,1.4,2.55,21.22,37.92,0.18,2.51,0.42,0.14,14.29,14.23,2.2725
0.65,1.82,16.39,29.55,0.15,2.13,0.35,0.13,12.48,12.48,21.53,0.94,2.14,20.53,36.21,0.18,2.51,0.43,0.12,14.79,14.3,3.195
1.02,2.28,15.71,29.81,0.14,2.11,0.34,0.14,12.39,13.47,19.27,1.21,2.24,20.72,36.1,0.16,2.83,0.4,0.19,14.36,16.55,2.5925
0.62,1.81,14.65,33.63,0.15,2.16,0.32,0.14,11.3,11.24,20.04,0.91,2.24,17.24,38.94,0.18,2.83,0.37,0.19,13.33,14.23,2.68
0.95,2.13,14.44,26.9,0.17,2.32,0.31,0.14,13.2,12.29,21,1.42,2.66,16.9,33.42,0.18,2.9,0.36,0.18,16.35,16.11,4.1225
0.73,1.95,16.06,30.26,0.17,2.33,0.34,0.17,13.18,14.3,21.88,1.03,2.38,18.54,34.87,0.2,2.97,0.39,0.21,16.92,18.61,3.7625
0.71,1.88,13.5,26.45,0.15,2.45,0.29,0.16,14.57,14.34,19.82,1.2,2.61,15.74,32.94,0.15,2.77,0.34,0.18,15.14,18.26,4.0825
0.91,2.06,16.05,27.33,0.14,2.31,0.39,0.2,14.28,12.54,20.72,1.36,2.46,19.65,36.36,0.17,2.69,0.44,0.18,15.28,14.96,3.3925
0.56,1.52,11.6,27.57,0.16,2.2,0.39,0.15,13.82,13.31,16.77,0.87,2.02,16.82,31.43,0.18,3.02,0.41,0.18,15.61,17.67,3.175
0.4,1.39,13.05,27.77,0.15,1.94,0.3,0.17,13.51,13.95,21.56,1,2.63,16.53,33.81,0.2,2.59,0.35,0.22,16.36,21.43,4.1925
0.71,2.06,13.02,26.63,0.15,2.17,0.32,0.15,14.51,12.25,20.76,1.03,2.63,16.69,35.58,0.19,2.7,0.38,0.2,15.52,17.4,3.2525
0.63,1.76,13.64,30.62,0.13,2.14,0.32,0.14,12.94,14.66,16.5,0.88,3.08,16.96,36.23,0.17,2.78,0.35,0.16,14.98,16.72,3.6775
0.73,1.88,14.81,31.79,0.18,2.36,0.39,0.14,12.55,13.13,21.28,1.49,2.85,17.54,35.48,0.22,2.79,0.37,0.2,15.37,16.01,4.41
0.8,1.64,15.07,33.6,0.15,2.09,0.33,0.12,13.12,16.27,18.05,1.42,2.8,18.8,38.01,0.18,2.7,0.4,0.17,14.87,12.41,3.3875
1.07,1.99,15.77,34.07,0.17,2.13,0.35,0.13,11.94,14.39,17.07,1.08,2.69,18.2,38.39,0.19,2.53,0.36,0.13,13.84,18.76,3.5375
0.66,2.05,17.42,34.59,0.16,2.33,0.39,0.14,12.58,13.29,22.04,0.87,2.3,21.27,37.16,0.21,2.75,0.46,0.17,14.31,15.61,3.1825
0.6,1.82,17.52,32.49,0.17,2.34,0.38,0.11,12.77,12.84,22.62,0.86,2.22,20.07,34.22,0.23,2.79,0.46,0.14,15.52,16.55,3.93
0.64,1.72,17.78,31.53,0.17,2.18,0.37,0.11,12.34,14.69,23.6,0.72,2.05,20.01,40.84,0.21,2.83,0.42,0.15,13.57,22.08,3.1325
0.59,1.83,17.66,28.38,0.16,2.27,0.37,0.16,12.56,15.86,22.84,0.86,2.42,19.17,33.63,0.2,2.77,0.42,0.15,14.95,15.35,3.945
0.73,2.06,16.11,31.81,0.17,2.24,0.33,0.13,12.1,14.54,23.76,0.95,2.57,20.47,39.37,0.19,2.65,0.44,0.17,13.64,18.62,4.245
0.69,1.85,15.49,30.57,0.16,2.21,0.29,0.14,12.7,13.83,22.62,0.86,2.3,18.57,38.22,0.16,2.92,0.36,0.13,14.69,19.14,3.66
0.7,2.26,16.9,34.25,0.18,2.29,0.34,0.13,12.84,14.62,23.77,0.92,2.57,21.09,36.21,0.23,2.81,0.42,0.15,15.53,19,2.84
0.83,2.22,17.52,30.64,0.16,2.21,0.35,0.12,12.2,15.05,19.48,0.93,2.36,20.48,37.9,0.19,2.85,0.39,0.15,15.15,16.96,2.35
0.89,2.17,16.07,31.57,0.16,2.33,0.31,0.13,12.22,16.93,16.56,1.16,2.64,17.8,32.33,0.2,2.73,0.36,0.16,16.31,22.13,2.003333333
0.57,2.1,15.39,34.55,0.15,2.25,0.29,0.11,11.71,19.04,17.31,1.05,2.76,17.38,36.11,0.19,2.74,0.33,0.13,13.99,23.27,2.045
0.67,2.31,17.41,35.6,0.15,2.13,0.34,0.12,11.55,22.73,13.42,0.99,3.04,20.23,39.54,0.19,2.59,0.38,0.13,14.1,25.79,3.1725
0.66,2.11,16.62,32.43,0.17,2.17,0.34,0.15,11.68,20.2,17.23,0.94,2.64,20.39,37.22,0.19,2.93,0.41,0.19,13.45,25.1,1.6425
0.72,2.2,14.93,32.02,0.15,1.83,0.3,0.12,12.12,16.7,15.45,0.99,2.34,16.57,36.17,0.21,2.58,0.34,0.14,13.97,17.56,3.0275
0.57,1.92,17.54,34.83,0.16,2.02,0.36,0.12,11.47,13.83,12.65,0.86,2.72,19.84,35.61,0.22,2.55,0.39,0.16,14.21,22.4,1.526666667
0.62,1.92,16.63,33.2,0.22,2.14,0.33,0.14,11.38,15.62,18.73,0.73,2.34,18.18,38.93,0.25,2.8,0.36,0.17,13.45,18.78,2.29
0.64,1.91,16.95,34.36,0.16,2.19,0.36,0.14,11.41,14.57,15.59,0.8,2.55,18.01,38.03,0.2,2.84,0.38,0.2,13.73,17.76,2.47
0.62,1.82,16.99,33.96,0.16,2.21,0.34,0.13,11.69,13.48,11.43,0.96,2.47,18.01,38.93,0.22,2.83,0.37,0.2,12.99,15.45,2.1675
0.7,1.99,17.72,35.21,0.2,1.93,0.37,0.12,12.08,15.39,13.69,0.98,2.58,18.31,38.53,0.27,2.57,0.38,0.16,14.32,20.78,1.925
0.68,2.02,17.33,33.36,0.15,2,0.37,0.14,12.24,13.15,15.62,0.94,2.48,19.19,37.92,0.18,2.63,0.41,0.16,14.75,20.27,2.57
0.59,1.91,17.31,31.93,0.17,1.63,0.37,0.12,13.02,14.31,11.52,0.91,2.38,19.88,34.34,0.18,2.42,0.41,0.17,16.29,18.51,2.88
0.81,2.03,16.92,31.72,0.18,1.9,0.35,0.13,12.4,14.95,13.39,1.26,2.36,19.11,37.14,0.21,2.39,0.39,0.18,15.3,16.29,1.945
0.79,2.04,16,28.21,0.16,1.89,0.35,0.14,13.3,14.21,17.48,1.07,2.44,18.05,32.47,0.18,2.3,0.38,0.16,16.53,20.81,2.305
0.8,2.26,17.65,29.77,0.15,2.03,0.37,0.16,12.92,17.47,18.65,1.07,2.68,20.71,32.62,0.17,2.51,0.44,0.2,16.1,23.49,2.7175
0.62,1.85,13.22,32.3,0.15,1.78,0.27,0.16,11.9,18.55,15.14,0.84,2.28,16.4,34.42,0.2,2.54,0.33,0.18,14.49,19.96,2.6575
0.99,2.17,14.65,32.81,0.18,1.95,0.3,0.13,12.1,17.52,13.51,1.48,2.57,16.64,36.96,0.23,2.53,0.34,0.17,13.93,18.73,1.655
0.84,1.8,16.22,31.88,0.19,1.91,0.33,0.13,12.48,18.25,18.63,1.41,2.68,18.88,34.66,0.19,2.57,0.38,0.18,14.74,18.76,2.645
0.57,1.93,16.59,29.42,0.13,2.32,0.35,0.13,13.18,12.72,15.27,0.83,2.54,18.67,33.16,0.15,2.74,0.4,0.17,16.38,15.75,2.5575
0.58,2,17.1,30.16,0.16,2.23,0.35,0.12,12.14,15.07,19.27,0.86,2.66,18.42,34.09,0.19,2.69,0.37,0.17,14.43,15.52,3.3175
0.53,1.85,15.16,23.91,0.17,2.24,0.31,0.18,13.66,18.63,13.78,0.85,2.4,16.3,32.96,0.23,2.74,0.32,0.25,15.51,17.02,2.7975
1.05,2.46,13.7,28.25,0.15,1.97,0.29,0.14,12.52,14.18,13.53,1.02,3.04,15.29,30.71,0.18,2.45,0.3,0.16,15.74,20.23,2.21
0.61,1.99,15.14,28.01,0.19,2.1,0.32,0.16,13.23,13.23,15.15,1.05,2.94,19.33,29.4,0.17,2.72,0.4,0.2,17.1,20.13,2.6
0.49,1.72,15.06,29.54,0.13,2.18,0.29,0.14,13.35,13.18,14.64,0.73,2.23,16.63,33.44,0.18,2.65,0.34,0.18,15.99,19.49,2.49
0.63,2.18,13.78,25.3,0.12,2.32,0.27,0.12,13.03,16.24,11.8,1.43,3.08,16.8,31.07,0.15,2.84,0.33,0.15,16.17,19.39,1.23
0.51,2.28,17.46,28.71,0.13,2.13,0.36,0.15,12.7,12.82,14.27,0.92,2.98,19.71,33.49,0.16,2.73,0.41,0.17,15.66,24.94,2.925
0.57,1.78,15.95,27.94,0.17,2.17,0.35,0.13,13.06,15.03,15.4,0.87,2.29,18.84,32.98,0.17,2.75,0.39,0.15,15.8,23.36,2.4
0.55,1.87,16.53,34.37,0.16,2.19,0.36,0.14,12.32,18.94,15.73,0.74,2.28,17.82,38.23,0.16,2.79,0.39,0.16,14.66,27.63,2.0475
0.7,1.92,16.52,34.04,0.15,1.93,0.34,0.14,12.31,16.79,17.04,1.05,2.63,19.95,36.57,0.16,2.64,0.42,0.18,14.67,16.54,3.0725
0.54,1.91,16.19,34.12,0.15,1.7,0.32,0.12,12.05,16.83,13.78,0.68,2.37,18.67,39.01,0.18,2.58,0.38,0.16,14.53,22.4,2.02
0.78,1.98,18.43,29.75,0.15,2.06,0.36,0.13,12.61,16.31,19.32,0.9,2.44,19.9,31.26,0.19,2.67,0.4,0.17,14.58,19.65,1.525
0.65,1.8,14.55,31.26,0.14,2.21,0.35,0.14,12.58,14.73,18.62,0.87,2.41,18.81,36.72,0.16,2.59,0.35,0.16,14.73,19.19,3.285
1.11,2.2,16.76,33.9,0.14,2.02,0.33,0.09,12.16,13.78,16.02,0.78,2.38,20.02,36.22,0.23,2.46,0.4,0.1,14.45,15.26,2.9
0.68,1.86,17.88,35.33,0.17,2.01,0.34,0.13,11.64,14.17,22.78,0.83,2.54,21.02,39.57,0.19,2.46,0.38,0.16,12.87,17.34,3.9525
